CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO
2789043,UBS VILA MATILDE DR RUBENS DO VAL,CENTRO DE SAUDE/UNIDADE BASICA
2789086,UBS VILA MORAES JOAO PAULO BOTELHO VIEIRA,CENTRO DE SAUDE/UNIDADE BASICA
6998186,UBS VILA NATAL,CENTRO DE SAUDE/UNIDADE BASICA
2027674,UBS VILA NIVI,CENTRO DE SAUDE/UNIDADE BASICA
2789094,UBS VILA NOSSA SENHORA APARECIDA,CENTRO DE SAUDE/UNIDADE BASICA
4050207,UBS VILA NOVA CURUCA,CENTRO DE SAUDE/UNIDADE BASICA
2789108,UBS VILA NOVA GALVAO SONIA REGINA CAMPANELLI,CENTRO DE SAUDE/UNIDADE BASICA
2752360,UBS VILA NOVA MANCHESTER DR ARLINDO GENNARI,CENTRO DE SAUDE/UNIDADE BASICA
2789124,UBS VILA NOVA YORK,CENTRO DE SAUDE/UNIDADE BASICA
2789132,UBS VILA OLIMPIA MAX PERLMAN,CENTRO DE SAUDE/UNIDADE BASICA
2751836,UBS VILA PARANAGUA,CENTRO DE SAUDE/UNIDADE BASICA
2789183,UBS VILA PIRITUBA,CENTRO DE SAUDE/UNIDADE BASICA
2789191,UBS VILA PRAIA VITORIO ROLANDO BOCCALETTI,CENTRO DE SAUDE/UNIDADE BASICA
2075016,UBS VILA PROGRESSO,CENTRO DE SAUDE/UNIDADE BASICA
2789213,UBS VILA PROGRESSO JARDIM MONTE ALEGRE,CENTRO DE SAUDE/UNIDADE BASICA
3359131,UBS VILA PRUDENTE,CENTRO DE SAUDE/UNIDADE BASICA
4050126,UBS VILA RAMOS DR LUIS AUGUSTO DE CAMPOS,CENTRO DE SAUDE/UNIDADE BASICA
2027062,UBS VILA RAMOS FREGUESIA DO O,CENTRO DE SAUDE/UNIDADE BASICA
4050029,UBS VILA REGINA,CENTRO DE SAUDE/UNIDADE BASICA
2789221,UBS VILA RENATO MARIA DAS GRACAS DA SILVA,CENTRO DE SAUDE/UNIDADE BASICA
2789248,UBS VILA ROMANA,CENTRO DE SAUDE/UNIDADE BASICA
6332528,UBS VILA ROSCHEL,CENTRO DE SAUDE/UNIDADE BASICA
8047790,UBS VILA RUBI,CENTRO DE SAUDE/UNIDADE BASICA
2063670,UBS VILA SABRINA DR CARLOS AUGUSTO AUTRAN PEDERNEIRAS LIMA,CENTRO DE SAUDE/UNIDADE BASICA
2046997,UBS VILA SANTA CATARINA,CENTRO DE SAUDE/UNIDADE BASICA
2788632,UBS VILA SANTA MARIA,CENTRO DE SAUDE/UNIDADE BASICA
4050215,UBS VILA SANTANA,CENTRO DE SAUDE/UNIDADE BASICA
2752387,UBS VILA SANTO ESTEVAO DR WOADY JORGE KALIL,CENTRO DE SAUDE/UNIDADE BASICA
2789264,UBS VILA TEREZINHA,CENTRO DE SAUDE/UNIDADE BASICA
2789272,UBS VILA ZATT,CENTRO DE SAUDE/UNIDADE BASICA
2815273,UBS ZUMBI DOS PALMARES,CENTRO DE SAUDE/UNIDADE BASICA
5357861,UBSI ALDEIA JARAGUA KWARAY DJEKUPE,UNIDADE DE ATENCAO A SAUDE INDIGENA
4590759,UBSI KRUKUTU,UNIDADE DE ATENCAO A SAUDE INDIGENA
3561186,UBSI VERA POTY,UNIDADE DE ATENCAO A SAUDE INDIGENA
3137813,UDDO SANTA CASA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3137791,UDDO UNIDADE DE DIAGNOSTICO E DENSITOMETRIA OSSEA LTDA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
9539824,UNIDADE AE SANTO AMARO CIES,CLINICA/CENTRO DE ESPECIALIDADE
4369114,UNIDADE AMBULATORIAL DE FILANTROPIA,CONSULTORIO ISOLADO
7355033,UNIDADE BRASILANDIA CIES,CLINICA/CENTRO DE ESPECIALIDADE
9400524,UNIDADE CIDADE DE TIRADENTES CIES,CLINICA/CENTRO DE ESPECIALIDADE
4651693,UNIDADE CIES LUZ CAMPOS ELISEOS,CLINICA/CENTRO DE ESPECIALIDADE
6936075,UNIDADE COMUNITARIA HOSP NIPO BRASILEIRO,POLICLINICA
5457963,UNIDADE DE DIAGNOSTICO POR IMAGEM SE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
0844616,UNIDADE EINSTEIN TELEMEDICINA,TELESSAUDE
9461353,UNIDADE HD CARRAO CIES,CLINICA/CENTRO DE ESPECIALIDADE
7363567,UNIDADE HD JD PRUDENCIA CIES,CLINICA/CENTRO DE ESPECIALIDADE
7385978,UNIDADE HD PIRITUBA CIES,HOSPITAL/DIA - ISOLADO
7293194,UNIDADE ITAQUERA CIES,CLINICA/CENTRO DE ESPECIALIDADE
5531527,UNIDADE MONTE SERRAT METRO CARRAO CIES,CLINICA/CENTRO DE ESPECIALIDADE
9643478,UNIDADE ODONTOLOGICA MOVEL CENTRO,UNIDADE MOVEL TERRESTRE
0505641,UNIDADE ODONTOLOGICA MOVEL LESTE,UNIDADE MOVEL TERRESTRE
9106316,UNIDADE ODONTOLOGICA MOVEL NORTE,UNIDADE MOVEL TERRESTRE
9106294,UNIDADE ODONTOLOGICA MOVEL OESTE,UNIDADE MOVEL TERRESTRE
9106308,UNIDADE ODONTOLOGICA MOVEL SUDESTE,UNIDADE MOVEL TERRESTRE
0448923,UNIDADE ODONTOLOGICA MOVEL SUL,UNIDADE MOVEL TERRESTRE
9744223,UNIDADE SAO MATEUS CIES,CLINICA/CENTRO DE ESPECIALIDADE
9014748,UNIDADE TUCURUVI CIES,CLINICA/CENTRO DE ESPECIALIDADE
2089343,UNTR UNID DE NEFROLOGIA E TRANSP RENAL,CLINICA/CENTRO DE ESPECIALIDADE
2029189,UPA 21 DE JUNHO,PRONTO ATENDIMENTO
9051422,UPA 26 DE AGOSTO,PRONTO ATENDIMENTO
8363072,UPA ANHANGUERA RESIDENCIAL DAS ORQUIDEAS,PRONTO ATENDIMENTO
7479387,UPA CAMPO LIMPO DR FERNANDO M PROENCA,PRONTO ATENDIMENTO
4091248,UPA CARRAO MASATAKA OTA,PRONTO ATENDIMENTO
0812226,UPA CIDADE TIRADENTES,PRONTO ATENDIMENTO
0852074,UPA CITY JARAGUA,PRONTO ATENDIMENTO
0997730,UPA DONA MARIA ANTONIETA FERREIRA DE BARROS,PRONTO ATENDIMENTO
2040727,UPA DR ATUALPA GIRAO RABELO,PRONTO ATENDIMENTO
9971513,UPA ERMELINO MATARAZZO,PRONTO ATENDIMENTO
2037971,UPA IPIRANGA DR AUGUSTO GOMES DE MATTOS (PSM ATE MARCO/2025),PRONTO ATENDIMENTO
0873268,UPA JABAQUARA (CNES 6165478 UPA JABAQUARA VL CAMPESTRE),PRONTO ATENDIMENTO
9997091,UPA JACANA,PRONTO ATENDIMENTO
3474674,UPA JARDIM ANGELA,PRONTO ATENDIMENTO
2878259,UPA JARDIM ELISA MARIA I,PRONTO ATENDIMENTO
3044769,UPA JARDIM HELENA,PRONTO ATENDIMENTO
6360890,UPA JARDIM ICARAI QUINTANA,PRONTO ATENDIMENTO
6148344,UPA JARDIM PERI,PRONTO ATENDIMENTO
2069032,UPA JULIO TUPY,PRONTO ATENDIMENTO
2082837,UPA LAPA PROF JOAO CATARIN MEZOMO,PRONTO ATENDIMENTO
0466611,UPA MOOCA DOM PAULO EVARISTO ARNS,PRONTO ATENDIMENTO
0974730,UPA PARELHEIROS,PRONTO ATENDIMENTO
4234774,UPA PARQUE DOROTEIA,PRONTO ATENDIMENTO
6133460,UPA PEDREIRA DR CESAR ANTUNES ROCHA,PRONTO ATENDIMENTO
4050169,UPA PERUS DR LUIZ ANTONIO DE ABREU SAMPAIO DORIA,PRONTO ATENDIMENTO
6146341,UPA PIRITUBA (ATE 08/2019 AMA_24HS DR JOSE SOARES HUNGRIA),PRONTO ATENDIMENTO
4434722,UPA RIO PEQUENO,PRONTO ATENDIMENTO
6133622,UPA SACOMA,PRONTO ATENDIMENTO
2752107,UPA SANTO AMARO DR JOSE SYLVIO DE CAMARGO,PRONTO ATENDIMENTO
0873241,UPA TATUAPE - WALDEMAR ROSSI,PRONTO ATENDIMENTO
9736700,UPA TITO LOPES,PRONTO ATENDIMENTO
9505946,UPA VERA CRUZ,PRONTO ATENDIMENTO
0958433,UPA VERGUEIRO,PRONTO ATENDIMENTO
2075407,UPA VILA MARIA DR JOSE MAURO DEL ROIO CORREA,PRONTO ATENDIMENTO
9349898,UPA VILA MARIANA,PRONTO ATENDIMENTO
7638698,UPA VILA SANTA CATARINA,PRONTO ATENDIMENTO
9713816,URSI BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE
5836107,URSI CAMPO LIMPO,CLINICA/CENTRO DE ESPECIALIDADE
9129839,URSI CAPELA DO SOCORRO,CLINICA/CENTRO DE ESPECIALIDADE
0256390,URSI CENTRO,CLINICA/CENTRO DE ESPECIALIDADE
5599881,URSI CIDADE ADEMAR,CLINICA/CENTRO DE ESPECIALIDADE
4735684,URSI CONJUNTO AE CARVALHO - FRANCISCO MOREIRA GUEDIS,CLINICA/CENTRO DE ESPECIALIDADE
0545694,URSI MOOCA,CLINICA/CENTRO DE ESPECIALIDADE
9280227,URSI SANTANA JACANA,CLINICA/CENTRO DE ESPECIALIDADE
6167403,URSI SANTO AMARO,POLICLINICA
9070982,URSI SAO MATEUS,CLINICA/CENTRO DE ESPECIALIDADE
2789337,UVIS ARICANDUVA MOOCA,UNIDADE DE VIGILANCIA EM SAUDE
2752395,UVIS BUTANTA,UNIDADE DE VIGILANCIA EM SAUDE
2752417,UVIS CAMPO LIMPO,UNIDADE DE VIGILANCIA EM SAUDE
2815559,UVIS CAPELA DO SOCORRO,UNIDADE DE VIGILANCIA EM SAUDE
2752409,UVIS CASA VERDE CACHOEIRINHA,UNIDADE DE VIGILANCIA EM SAUDE
3355020,UVIS CIDADE TIRADENTES,UNIDADE DE VIGILANCIA EM SAUDE
2752433,UVIS ERMELINO MATARAZZO,UNIDADE DE VIGILANCIA EM SAUDE
2752441,UVIS FREGUESIA DO O BRASILANDIA,UNIDADE DE VIGILANCIA EM SAUDE
3019926,UVIS GUAIANASES,UNIDADE DE VIGILANCIA EM SAUDE
2752468,UVIS IPIRANGA,UNIDADE DE VIGILANCIA EM SAUDE
2752476,UVIS ITAIM PAULISTA,UNIDADE DE VIGILANCIA EM SAUDE
2815478,UVIS ITAQUERA,UNIDADE DE VIGILANCIA EM SAUDE
4050339,UVIS JACANA TREMEMBE,UNIDADE DE VIGILANCIA EM SAUDE
2086778,UVIS LAPA PINHEIROS,UNIDADE DE VIGILANCIA EM SAUDE
2027496,UVIS M BOI MIRIM,UNIDADE DE VIGILANCIA EM SAUDE
2815494,UVIS PARELHEIROS,UNIDADE DE VIGILANCIA EM SAUDE
2815508,UVIS PENHA,UNIDADE DE VIGILANCIA EM SAUDE
2752484,UVIS PERUS,UNIDADE DE VIGILANCIA EM SAUDE
2815524,UVIS PIRITUBA,UNIDADE DE VIGILANCIA EM SAUDE
2752492,UVIS SANTA CECILIA,UNIDADE DE VIGILANCIA EM SAUDE
2815540,UVIS SANTANA TUCURUVI,UNIDADE DE VIGILANCIA EM SAUDE
2086786,UVIS SANTO AMARO CIDADE ADEMAR,UNIDADE DE VIGILANCIA EM SAUDE
3094197,UVIS SAO MATEUS,UNIDADE DE VIGILANCIA EM SAUDE
2027429,UVIS SAO MIGUEL,UNIDADE DE VIGILANCIA EM SAUDE
0314307,UVIS SE,UNIDADE DE VIGILANCIA EM SAUDE
2815567,UVIS VILA MARIA VILA GUILHERME,UNIDADE DE VIGILANCIA EM SAUDE
2815575,UVIS VILA MARIANA JABAQUARA,UNIDADE DE VIGILANCIA EM SAUDE
2766027,UVIS VILA PRUDENTE SAPOPEMBA,UNIDADE DE VIGILANCIA EM SAUDE
0718971,VILA NOVA DIAGNOSTICOS MEDICOS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3621847,VITALCOR CLINICA CARDIOLOGICA,CLINICA/CENTRO DE ESPECIALIDADE
5895367,VITHA SERVICOS ODONTOLOGICOS,CLINICA/CENTRO DE ESPECIALIDADE
4876326,VIVASAUDE,CONSULTORIO ISOLADO
3937038,ZDI-DIAGNOSTICO POR IMAGEM,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
0087440,ZOLTAN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
