CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,COD_CEP,BAIRRO,ZONA
9684956,INSIDE DIAGNOSTICOS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),01401002,Jardim Paulista,Centro
2091364,INST ADOLFO LUTZ,LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN,01246902,Pacaembu,Centro
2077590,INST BRAS. CONTROLE CANCER-IBCC,HOSPITAL ESPECIALIZADO,03102002,Brás,Zona Leste
2091550,INST CEMA DE OFTALMO E OTORRINO,HOSPITAL GERAL,03117000,Mooca,Zona Leste
2057220,INST CLEMENTE FERREIRA,CLINICA/CENTRO DE ESPECIALIDADE,01301000,Consolação,Centro
3651185,INST DA VISAO,CLINICA/CENTRO DE ESPECIALIDADE,04038032,Vila Clementino,Zona Sul
7096712,INST DA VISAO - V CARMOSINA,CLINICA/CENTRO DE ESPECIALIDADE,08210170,Vila Carmosina,Zona Leste
2812703,INST DE PSIQUIATRIA - HC/FMUSP,HOSPITAL ESPECIALIZADO,05403000,Cerqueira César,Zona Oeste
5451612,INST DE REABILITACAO LUCY MONTORO,HOSPITAL ESPECIALIZADO,05716150,Vila Andrade,Zona Oeste
6123740,INST DO CANCER DO ESTADO DE SAO PAULO,HOSPITAL ESPECIALIZADO,01246000,Pacaembu,Centro
2071568,INST DO CORACAO - INCOR - HC/FMUSP,HOSPITAL ESPECIALIZADO,05403000,Cerqueira César,Zona Oeste
2032759,INST PASTEUR SES,LABORATORIO DE SAUDE PUBLICA,01311000,Bela Vista,Centro
2688638,INST SUEL ABUJAMRA,HOSPITAL ESPECIALIZADO,01525001,Liberdade,Centro
7572468,INSTITUTO DA VISAO,HOSPITAL/DIA - ISOLADO,04039031,Vila Clementino,Zona Sul
8300127,INSTITUTO DA VISAO IPEPO,CLINICA/CENTRO DE ESPECIALIDADE,08210170,Vila Carmosina,Zona Leste
7097670,INSTITUTO DE RESPONSABILIDADE SOCIAL SIRIO LIBANES,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),01310200,Bela Vista,Centro
2080125,INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO,HOSPITAL ESPECIALIZADO,01221020,Vila Buarque,Centro
9856110,INSTITUTO HOC DE HEMOTERAPIA,CLINICA/CENTRO DE ESPECIALIDADE,01504001,Liberdade,Centro
2091593,INSTITUTO JO CLEMENTE,POLICLINICA,04040033,Vila Clementino,Zona Sul
4191455,INSTITUTO JO CLEMENTE UNIDADE ITAIM BIBI,POLICLINICA,04538082,Itaim Bibi,Zona Sul
5598419,INSTITUTO MEDICO PAULISTA,CLINICA/CENTRO DE ESPECIALIDADE,01311200,Bela Vista,Centro
4740939,INSTITUTO OFTALMOLOGICO PAULISTA,CLINICA/CENTRO DE ESPECIALIDADE,01311200,Bela Vista,Centro
2089084,INSTITUTO RUBEM BERTA,HOSPITAL ESPECIALIZADO,04074000,Indianópolis,Zona Sul
2926555,INSTITUTO SUEL ABUJAMRA LIBERDADE,CLINICA/CENTRO DE ESPECIALIDADE,01508020,Liberdade,Centro
2092344,IPGG INST PAUL GERI E GERONT JOSE ERMIRIO DE MORAES,CLINICA/CENTRO DE ESPECIALIDADE,08011010,São Miguel Paulista,Zona Leste
5231949,IRNAC TERAPIAS AQUATICAS,CLINICA/CENTRO DE ESPECIALIDADE,04920000,Jardim Herculano,Zona Sul
6988210,ISMD INSTITUTO SUPERIOR DE MEDICINA LTDA,CLINICA/CENTRO DE ESPECIALIDADE,04014010,Vila Mariana,Zona Sul
2089025,LAB AFIP,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04024002,Vila Clementino,Zona Sul
3204723,LAB GHELFOND - ANGELICA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),01227000,Santa Cecília,Centro
2027097,LAB MUN DA REGIAO SUDESTE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04266000,Ipiranga,Zona Sul
7895178,LAB MUN DE ANALISES TOXICOLOGICAS MUNICIPAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02053000,Vila Guilherme,Zona Norte
2091674,LAB MUN DE SANTO AMARO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04757120,Jardim Dom Bosco,Zona Sul
4050363,LAB MUN DE SAUDE PUBLICA CONTROLE DE QUALIDADE EM SAUDE,LABORATORIO DE SAUDE PUBLICA,02053000,Vila Guilherme,Zona Norte
2091771,LAB MUN DE SAUDE PUBLICA DE SAO MIGUEL PAULISTA,LABORATORIO DE SAUDE PUBLICA,08040600,Jardim Casa Pintada,Zona Leste
2027089,LAB MUN DE SAUDE PUBLICA NOSSA SENHORA DO O,LABORATORIO DE SAUDE PUBLICA,02734000,Nossa Senhora do Ó,Zona Norte
6511848,LAB MUN DE ZOONOSES E DOENCAS TRANSMIT POR VETORES,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02031020,Santana,Zona Norte
0656399,LABORATORIO DE ANALISES CLINICAS DO INSTITUTO BUTANTAN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05503000,Butantã,Zona Oeste
4154649,LABORATORIO DE PROTESE ODONTOLOGICA SIRO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05415020,Pinheiros,Zona Oeste
2752085,LABORATORIO MUNICIPAL LAPA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),01129000,Bom Retiro,Centro
3843734,LABORATORIO ROBERTO DE PROTESE DENTAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),01544010,Vila Deodoro,Centro
2039680,LABPAC,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04117100,Vila Mariana,Zona Sul
4258037,LIMAG DIAGNOSTICOS,UNIDADE MOVEL TERRESTRE,02035020,Santana,Zona Norte
7830319,LIVRE TELEMEDICINA,CLINICA/CENTRO DE ESPECIALIDADE,04619033,Campo Belo,Zona Sul
2958457,LM SERVICOS MEDICOS E GESTAO EM SAUDE LTDA,CLINICA/CENTRO DE ESPECIALIDADE,01406000,Jardim Paulista,Centro
0415146,MAIS IDENTIDADE,CLINICA/CENTRO DE ESPECIALIDADE,04057000,Planalto Paulista,Zona Sul
6600905,MAXXILAB,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04613000,Campo Belo,Zona Sul
7330804,MENDELICS ANALISE GENOMICA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02511000,Casa Verde,Zona Norte
0895172,MMR SERVICOS MEDICOS E GESTAO EM SAUDE,CLINICA/CENTRO DE ESPECIALIDADE,05711001,Jardim Caboré,Zona Oeste
7602235,NEFROCLINICA IPIRANGA,CLINICA/CENTRO DE ESPECIALIDADE,04206002,Ipiranga,Zona Sul
2048108,NEFROCOR,CLINICA/CENTRO DE ESPECIALIDADE,02720100,Limão,Zona Norte
6253415,NEFROLAPA,CLINICA/CENTRO DE ESPECIALIDADE,01211000,Santa Cecília,Centro
5700094,NEFROLESTE UNIDADE MOOCA,CLINICA/CENTRO DE ESPECIALIDADE,03106010,Mooca,Zona Leste
0795437,NEFROTEC NEFROLOGIA E TERAPIAS EXTRA CORPOREAS,CLINICA/CENTRO DE ESPECIALIDADE,03988010,Jardim Adutora,Zona Leste
9989579,NEPHRO GROUP CLINICA DE DIALISE,CLINICA/CENTRO DE ESPECIALIDADE,03313001,Tatuapé,Zona Leste
8413908,NOVANTE SERVICOS MEDICOS LTDA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04563060,Cidade Monções,Zona Sul
7516118,NTO NUCLEO TECNICO OPERACIONAL HERMES PARDINI SANTANA SP,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02401100,Santana,Zona Norte
9995110,NUCLEO DE ESTIMULACAO E HABILITACAO GUAIANASES,POLICLINICA,08410120,Vila Princesa Isabel,Zona Leste
8338639,NUCLEO DE TELESSAUDE DO MUNICIPIO DE SAO PAULO,TELESSAUDE,01509020,Liberdade,Centro
9884726,NUCLEO TECNICO OPERACIONAL LABORATORIO ALBERT EINSTEIN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05550000,Jardim Gilda Maria,Zona Oeste
4040716,OPTION X TECNOLOGY,CLINICA/CENTRO DE ESPECIALIDADE,01311000,Bela Vista,Centro
7546890,ORG PROCURA DE ORGAOS - INST DANTE PAZZANESE,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL",04012180,Vila Mariana,Zona Sul
7546947,ORG PROCURA ORGAOS - HC SP,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL",05403900,Pinheiros,Zona Oeste
7549814,ORG PROCURA ORGAOS - HOSPITAL SAO PAULO,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL",04024002,Vila Clementino,Zona Sul
7546149,ORG PROCURA ORGAOS - SANTA CASA SP,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL",01221020,Vila Buarque,Centro
2091704,OSEC,CENTRO DE SAUDE/UNIDADE BASICA,04829310,Jardim das Imbuias,Zona Sul
4307917,OZER,CONSULTORIO ISOLADO,01452922,Jardim Paulistano,Centro
2069040,PA MUN DRA GLORIA RODRIGUES DOS SANTOS BONFIM,PRONTO ATENDIMENTO,08471004,Cidade Tiradentes,Zona Leste
4049918,PA MUN JARDIM MACEDONIA,PRONTO ATENDIMENTO,05894350,Jardim Macedônia,Zona Oeste
2075423,PA MUN SAO MATEUS II,PRONTO ATENDIMENTO,03963090,Cidade São Mateus,Zona Leste
0454168,PADI CENTRO OESTE,CENTRAL DE ABASTECIMENTO,01201020,Campos Elíseos,Centro
0454184,PADI LESTE,CENTRAL DE ABASTECIMENTO,01201020,Campos Elíseos,Centro
0454192,PADI NORTE,CENTRAL DE ABASTECIMENTO,01201020,Campos Elíseos,Centro
0454176,PADI SUDESTE,CENTRAL DE ABASTECIMENTO,01201020,Campos Elíseos,Centro
0454206,PADI SUL,CENTRAL DE ABASTECIMENTO,04368060,Jardim Santo Antoninho,Zona Sul
2068974,PAM VARZEA DO CARMO-NGA 63,HOSPITAL/DIA - ISOLADO,01518020,Cambuci,Centro
3700364,PHYSICUS TERAPIAS INTEGRADAS,POLICLINICA,01014000,Centro,Centro
2688662,PMESP COMANDO DO CORPO DE BOMBEIROS,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,01018001,Sé,Centro
9113096,PONTO DE ECONOMIA SOLIDARIA E CULTURA DO BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE,05581000,Butantã,Zona Oeste
7566409,PRO IMAGEM DIAGNOSTICOS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),01423001,Jardim Paulista,Centro
6984622,PROMOVE-CENTRO PROMOCAO REAB SAUDE E INTEG,CLINICA/CENTRO DE ESPECIALIDADE,04264030,Vila Monumento,Zona Sul
2752093,PS MUN BALNEARIO SAO JOSE,PRONTO SOCORRO GERAL,04864050,Balneário São José,Zona Sul
4050320,PS MUN BARRA FUNDA DR ALVARO D DE ALMEIDA,PRONTO SOCORRO GERAL,01153000,Barra Funda,Centro
2071495,PS MUN SANTANA-LAURO RIBAS BRAGA,PRONTO SOCORRO GERAL,02011100,Santana,Zona Norte
3290689,RADIOCLINICA TADAO MORI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04038030,Vila Clementino,Zona Sul
3354962,REGIONAL DE REGULACAO LESTE,CENTRAL DE REGULACAO DO ACESSO,08041000,Jardim São Sebastião,Zona Leste
3354954,REGIONAL DE REGULACAO NORTE,CENTRAL DE REGULACAO DO ACESSO,02012040,Santana,Zona Norte
3354970,REGIONAL DE REGULACAO OESTE,CENTRAL DE REGULACAO DO ACESSO,05415030,Pinheiros,Zona Oeste
6213529,RENALCARE NEFROLOGIA,CLINICA/CENTRO DE ESPECIALIDADE,01532001,Aclimação,Centro
7889844,SAD SAO MATEUS,CENTRO DE SAUDE/UNIDADE BASICA,03943020,Jardim Tietê,Zona Leste
2786699,SAE IST AIDS BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE,05381020,Jardim Sarah,Zona Oeste
4049802,SAE IST AIDS CIDADE DUTRA,CLINICA/CENTRO DE ESPECIALIDADE,04802080,Jardim São Nicolau,Zona Sul
2752115,SAE IST AIDS CIDADE LIDER II,CLINICA/CENTRO DE ESPECIALIDADE,08285130,Cidade Líder,Zona Leste
2752123,SAE IST AIDS FIDELIS RIBEIRO,CLINICA/CENTRO DE ESPECIALIDADE,03627010,Vila Buenos Aires,Zona Leste
2774755,SAE IST AIDS HERBERT DE SOUZA BETINHO,CLINICA/CENTRO DE ESPECIALIDADE,03928240,Conjunto Habitacional Teotonio Vilela,Zona Leste
2752131,SAE IST AIDS IPIRANGA JOSE F ARAUJO,CLINICA/CENTRO DE ESPECIALIDADE,04216030,Ipiranga,Zona Sul
7079648,SAE IST AIDS JABAQUARA,CLINICA/CENTRO DE ESPECIALIDADE,04320030,Cidade Vargas,Zona Sul
2069644,SAE IST AIDS JARDIM MITSUTANI,CLINICA/CENTRO DE ESPECIALIDADE,05788280,Jardim Bom Refúgio,Zona Oeste
2786648,SAE IST AIDS LAPA PAULO CESAR BONFIM,CLINICA/CENTRO DE ESPECIALIDADE,05079000,Lapa,Zona Oeste
7311176,SAE IST AIDS M BOI MIRIM,CLINICA/CENTRO DE ESPECIALIDADE,05834000,Parque Santo Antônio,Zona Oeste
2752026,SAE IST AIDS NOSSA SENHORA DO O,CLINICA/CENTRO DE ESPECIALIDADE,02734000,Nossa Senhora do Ó,Zona Norte
2027313,SAE IST AIDS PENHA,CLINICA/CENTRO DE ESPECIALIDADE,03632010,Penha de França,Zona Leste
2752158,SAE IST AIDS SANTANA MARCOS LUTEMBERG,CLINICA/CENTRO DE ESPECIALIDADE,02406040,Santana,Zona Norte
2786656,SAE IST AIDS SANTO AMARO DRA DENIZE DORNELAS DE OLIVEIRA,CLINICA/CENTRO DE ESPECIALIDADE,04742001,Santo Amaro,Zona Sul
3219798,SAE IST AIDS SAO MATEUS,CLINICA/CENTRO DE ESPECIALIDADE,03949000,Cidade São Mateus,Zona Leste
7136625,SAE IST AIDS VILA PRUDENTE SHIRLEI MARIOTTI GOMES COELHO,CLINICA/CENTRO DE ESPECIALIDADE,03132050,Vila Prudente,Zona Leste
2786702,SAE IST/AIDS CAMPOS ELISEOS,CLINICA/CENTRO DE ESPECIALIDADE,01218000,Campos Elíseos,Centro
2077728,SAMARIM,CLINICA/CENTRO DE ESPECIALIDADE,01232010,Santa Cecília,Centro
6196330,SAMU CENTRAL REGULACAO MEDICA DE URGENCIAS MUNICIPAL,CENTRAL DE REGULACAO MEDICA DAS URGENCIAS,01129000,Bom Retiro,Centro
2688670,SANATORINHOS ACAO COMUNITARIA DE SAUDE,POLICLINICA,04307030,Vila Guarani (Z Sul),Zona Sul
2688689,SANTA CASA DE SAO PAULO,HOSPITAL GERAL,01221020,Vila Buarque,Centro
7330847,SCOPP DIAGNOSTICOS,CLINICA/CENTRO DE ESPECIALIDADE,05023000,Vila Pompéia,Zona Oeste
9472940,SCOPP DIAGNOSTICOS-ADOLFO PINHEIRO,CLINICA/CENTRO DE ESPECIALIDADE,04734002,Santo Amaro,Zona Sul
4066006,SCP AD SERVICOS DE CUIDADOS PROLONGADOS BORACEA,CLINICA/CENTRO DE ESPECIALIDADE,01135010,Barra Funda,Centro
4794214,SCP AD SERVICOS DE CUIDADOS PROLONGADOS PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE,05157030,Jardim Jaraguá (São Domingos),Zona Oeste
2067803,SECONCI,CLINICA/CENTRO DE ESPECIALIDADE,05001000,Água Branca,Zona Oeste
2071991,SENESP,CLINICA/CENTRO DE ESPECIALIDADE,05718300,Vila Andrade,Zona Oeste
0757233,SERVICO DE ATENCAO DOMICILIAR CAMPO LIMPO,CENTRO DE SAUDE/UNIDADE BASICA,05762060,Parque Ipê,Zona Oeste
6365825,SERVICO DE ATENCAO DOMICILIAR CAPELA DO SOCORRO,CENTRO DE SAUDE/UNIDADE BASICA,04829310,Jardim das Imbuias,Zona Sul
6703607,SERVICO DE ATENCAO DOMICILIAR CIDADE ADEMAR,CENTRO DE SAUDE/UNIDADE BASICA,04409060,Americanópolis,Zona Sul
6415431,SERVICO DE ATENCAO DOMICILIAR M BOI MIRIM,CENTRO DE SAUDE/UNIDADE BASICA,05822010,Parque Santo Antônio,Zona Oeste
6873278,SERVICO DE ATENCAO DOMICILIAR SANTO AMARO,CENTRO DE SAUDE/UNIDADE BASICA,04727000,Vila Cruzeiro,Zona Sul
6926207,SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM II - SEDI II,TELESSAUDE,04230000,Cidade Nova Heliópolis,Zona Sul
6927726,SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM III - SEDI III,TELESSAUDE,01419002,Cerqueira César,Centro
9949690,SLAB LABORATORIO E MEDICINA DIAGNOSTICA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05617020,Vila Progredior,Zona Oeste
3297519,SMS SP GABINETE,CENTRAL DE GESTAO EM SAUDE,01509020,Liberdade,Centro
5582415,SR SUPORTE RENAL,CLINICA/CENTRO DE ESPECIALIDADE,04766000,Socorro,Zona Sul
7527004,SUA IMAGEM DIAGNOSTICOS MEDICOS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),08070001,Vila Norma,Zona Leste
3318206,SUPERVISAO TECNICA DE SAUDE ARICANDUVA MOOCA,CENTRAL DE GESTAO EM SAUDE,03428020,Vila Carrão,Zona Leste
3335070,SUPERVISAO TECNICA DE SAUDE BUTANTA,CENTRAL DE GESTAO EM SAUDE,05593001,Jardim Bonfiglioli,Zona Oeste
3317102,SUPERVISAO TECNICA DE SAUDE CAMPO LIMPO,CENTRAL DE GESTAO EM SAUDE,05866000,Capão Redondo,Zona Oeste
3317145,SUPERVISAO TECNICA DE SAUDE CAPELA DO SOCORRO,CENTRAL DE GESTAO EM SAUDE,04777000,Interlagos,Zona Sul
3335127,SUPERVISAO TECNICA DE SAUDE CASA VERDE CACHOEIRINHA,CENTRAL DE GESTAO EM SAUDE,02517150,Jardim das Laranjeiras,Zona Norte
3335143,SUPERVISAO TECNICA DE SAUDE CIDADE TIRADENTES,CENTRAL DE GESTAO EM SAUDE,08490800,Jardim Pedra Branca,Zona Leste
3335399,SUPERVISAO TECNICA DE SAUDE DE SAO MIGUEL PAULISTA,CENTRAL DE GESTAO EM SAUDE,08060150,Vila Jacuí,Zona Leste
3335151,SUPERVISAO TECNICA DE SAUDE ERMELINO MATARAZZO,CENTRAL DE GESTAO EM SAUDE,08070002,Vila Norma,Zona Leste
3335178,SUPERVISAO TECNICA DE SAUDE FREGUESIA DO O BRASILANDIA,CENTRAL DE GESTAO EM SAUDE,02757110,Vila Bancária Munhoz,Zona Norte
3335186,SUPERVISAO TECNICA DE SAUDE GUAIANASES,CENTRAL DE GESTAO EM SAUDE,08420495,Parque Central,Zona Leste
3335208,SUPERVISAO TECNICA DE SAUDE IPIRANGA,CENTRAL DE GESTAO EM SAUDE,04207001,Ipiranga,Zona Sul
3335216,SUPERVISAO TECNICA DE SAUDE ITAIM PAULISTA,CENTRAL DE GESTAO EM SAUDE,08115000,Itaim Paulista,Zona Leste
3335224,SUPERVISAO TECNICA DE SAUDE ITAQUERA,CENTRAL DE GESTAO EM SAUDE,08210090,Itaquera,Zona Leste
3335259,SUPERVISAO TECNICA DE SAUDE LAPA PINHEIROS,CENTRAL DE GESTAO EM SAUDE,05415030,Pinheiros,Zona Oeste
3317129,SUPERVISAO TECNICA DE SAUDE M BOI MIRIM,CENTRAL DE GESTAO EM SAUDE,05835003,Vila das Belezas,Zona Oeste
3317153,SUPERVISAO TECNICA DE SAUDE PARELHEIROS,CENTRAL DE GESTAO EM SAUDE,04865005,Jardim Casa Grande,Zona Sul
3335275,SUPERVISAO TECNICA DE SAUDE PENHA,CENTRAL DE GESTAO EM SAUDE,03621000,Vila Marieta,Zona Leste
3335291,SUPERVISAO TECNICA DE SAUDE PERUS,CENTRAL DE GESTAO EM SAUDE,05204110,Vila Perus,Zona Oeste
3335364,SUPERVISAO TECNICA DE SAUDE PIRITUBA,CENTRAL DE GESTAO EM SAUDE,02919110,Vila Pereira Barreto,Zona Norte
3335356,SUPERVISAO TECNICA DE SAUDE SANTANA JACANA TUCURUVI,CENTRAL DE GESTAO EM SAUDE,02401200,Santana,Zona Norte
3317110,SUPERVISAO TECNICA DE SAUDE SANTO AMARO CIDADE ADEMAR,CENTRAL DE GESTAO EM SAUDE,04648180,Jardim Prudência,Zona Sul
3335380,SUPERVISAO TECNICA DE SAUDE SAO MATEUS,CENTRAL DE GESTAO EM SAUDE,08375000,Jardim Três Marias,Zona Leste
9357459,SUPERVISAO TECNICA DE SAUDE SE SANTA CECILIA,CENTRAL DE GESTAO EM SAUDE,01129000,Bom Retiro,Centro
3335410,SUPERVISAO TECNICA DE SAUDE VILA MARIA,CENTRAL DE GESTAO EM SAUDE,02127020,Vila Maria Alta,Zona Norte
3335437,SUPERVISAO TECNICA DE SAUDE VILA MARIANA JABAQUARA,CENTRAL DE GESTAO EM SAUDE,04024020,Vila Clementino,Zona Sul
3335445,SUPERVISAO TECNICA DE SAUDE VILA PRUDENTE SAPOPEMBA,CENTRAL DE GESTAO EM SAUDE,03132050,Vila Prudente,Zona Leste
2748274,TELECARDIO,CLINICA/CENTRO DE ESPECIALIDADE,05001100,Água Branca,Zona Oeste
2752166,AMA UBS AGUA RASA DR MARCOS ANDRADE CORSATO,CENTRO DE SAUDE/UNIDADE BASICA,03175001,Quarta Parada,Zona Leste
6408168,AMA UBS AGUIA DE HAIA,CENTRO DE SAUDE/UNIDADE BASICA,08223510,Conjunto Habitacional Águia de Haia,Zona Leste
2030969,AMA UBS AMERICANOPOLIS,CENTRO DE SAUDE/UNIDADE BASICA,04336050,Americanópolis,Zona Sul
2788241,AMA UBS ANHANGUERA,CENTRO DE SAUDE/UNIDADE BASICA,05158400,Jardim Jaraguá (São Domingos),Zona Oeste
2752204,AMA UBS CANGAIBA DR CARLOS GENTILE DE MELLO,CENTRO DE SAUDE/UNIDADE BASICA,03712000,Cangaíba,Zona Leste
6194990,AMA UBS CHACARA CRUZEIRO DO SUL ZELIA L M DORO,CENTRO DE SAUDE/UNIDADE BASICA,03614000,Vila Santana,Zona Leste
2042991,AMA UBS DR GERALDO DA SILVA FERREIRA,CENTRO DE SAUDE/UNIDADE BASICA,04308001,Jabaquara,Zona Sul
2787024,AMA UBS ELISIO TEIXEIRA LEITE,CENTRO DE SAUDE/UNIDADE BASICA,02815000,Conjunto Residencial Elisio Teixeira Leite,Zona Norte
3738663,AMA UBS FAZENDA DO CARMO,CENTRO DE SAUDE/UNIDADE BASICA,08421105,Jardim Áurea,Zona Leste
4050185,AMA UBS JARDIM ALFREDO,CENTRO DE SAUDE/UNIDADE BASICA,04913120,Jardim Santa Edwiges (Capela do Socorro),Zona Sul
2075202,AMA UBS JARDIM BRASIL,CENTRO DE SAUDE/UNIDADE BASICA,02222010,Jardim Brasil (Zona Norte),Zona Norte
4050088,AMA UBS JARDIM BRASILIA,CENTRO DE SAUDE/UNIDADE BASICA,03584000,Jardim Brasília (Zona Leste),Zona Leste
2787245,AMA UBS JARDIM CAPELA,CENTRO DE SAUDE/UNIDADE BASICA,04960110,Jardim Capela,Zona Sul
2787253,AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F,CENTRO DE SAUDE/UNIDADE BASICA,04842150,Jardim Castro Alves,Zona Sul
3738647,AMA UBS JARDIM DA CONQUISTA III,CENTRO DE SAUDE/UNIDADE BASICA,08343000,Jardim da Conquista (Zona Leste),Zona Leste
2043009,AMA UBS JARDIM ELBA HUMBERTO GASTAO BODRA,CENTRO DE SAUDE/UNIDADE BASICA,03978180,Vila Cardoso Franco,Zona Leste
2042932,AMA UBS JARDIM GRIMALDI,CENTRO DE SAUDE/UNIDADE BASICA,03921000,Jardim Iva,Zona Leste
2752239,AMA UBS JARDIM INDEPENDENCIA HERMENEGILDO MORBIM JR,CENTRO DE SAUDE/UNIDADE BASICA,03223170,Jardim Independência,Zona Leste
2774801,AMA UBS JARDIM IPANEMA,CENTRO DE SAUDE/UNIDADE BASICA,05187300,Jardim Ipanema (Zona Oeste),Zona Oeste
2787520,AMA UBS JARDIM JOAMAR,CENTRO DE SAUDE/UNIDADE BASICA,02320110,Parque Casa de Pedra,Zona Norte
2787555,AMA UBS JARDIM LADEIRA ROSA,CENTRO DE SAUDE/UNIDADE BASICA,02872000,Jardim Cecy,Zona Norte
2787601,AMA UBS JARDIM MIRIAM MANOEL SOARES DE OLIVEIRA,CENTRO DE SAUDE/UNIDADE BASICA,04426000,Jardim Miriam,Zona Sul
2787628,AMA UBS JARDIM MIRNA,CENTRO DE SAUDE/UNIDADE BASICA,04856140,Jardim Myrna,Zona Sul
2787679,AMA UBS JARDIM PAULISTANO,CENTRO DE SAUDE/UNIDADE BASICA,02816010,Jardim Paulistano (Zona Norte),Zona Norte
2787873,AMA UBS JARDIM SANTO ANDRE,CENTRO DE SAUDE/UNIDADE BASICA,08390000,Jardim Santo André,Zona Leste
2788527,AMA UBS JARDIM SAO FRANCISCO II,CENTRO DE SAUDE/UNIDADE BASICA,08310010,Jardim Rodolfo Pirani,Zona Leste
2787784,AMA UBS JARDIM SAO JORGE DR PAULO EDUARDO ELIAS,CENTRO DE SAUDE/UNIDADE BASICA,05568090,Jardim São Jorge (Raposo Tavares),Zona Oeste
2787881,AMA UBS JARDIM TIETE I OSCAR PEREIRA DA SILVA,CENTRO DE SAUDE/UNIDADE BASICA,03943020,Jardim Tietê,Zona Leste
2774828,AMA UBS JARDIM TRES MARIAS MAURICIO ZAMIJOVSKY,CENTRO DE SAUDE/UNIDADE BASICA,03676040,Jardim Três Marias,Zona Leste
2026996,AMA UBS JOSE BONIFACIO I,CENTRO DE SAUDE/UNIDADE BASICA,08420280,Jardim Helena,Zona Leste
2788047,AMA UBS LAUZANE PAULISTA,CENTRO DE SAUDE/UNIDADE BASICA,02442140,Lauzane Paulista,Zona Norte
2788594,AMA UBS MASSAGISTA MARIO AMERICO,CENTRO DE SAUDE/UNIDADE BASICA,02541070,Jardim Rossin,Zona Norte
2027070,AMA UBS PADRE MANOEL DA NOBREGA,CENTRO DE SAUDE/UNIDADE BASICA,03590120,Conjunto Habitacional Padre Manoel da Nóbrega,Zona Leste
2788195,AMA UBS PARI,CENTRO DE SAUDE/UNIDADE BASICA,03030020,Canindé,Zona Leste
2788233,AMA UBS PARQUE ANHANGUERA,CENTRO DE SAUDE/UNIDADE BASICA,05269000,Jardim Britânia,Zona Oeste
2752247,AMA UBS PARQUE BOTURUSSU PROF HUMBERTO CERRUTI,CENTRO DE SAUDE/UNIDADE BASICA,03822000,Parque Císper,Zona Leste
2788284,AMA UBS PARQUE BRISTOL,CENTRO DE SAUDE/UNIDADE BASICA,04193310,Parque Bristol,Zona Sul
2788322,AMA UBS PARQUE FERNANDA,CENTRO DE SAUDE/UNIDADE BASICA,05888070,Parque Fernanda,Zona Oeste
2788454,AMA UBS PARQUE SANTO ANTONIO,CENTRO DE SAUDE/UNIDADE BASICA,05850230,Parque Santo Antônio,Zona Oeste
